icd10code,auc_ResNet_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL),description,block,len,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_low,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_high,auc_S4_T(ALL2ALL)-E(ALL2ALL)_low,auc_S4_T(ALL2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ALL2ALL),total_ecgs_S4_T(ALL2ALL)-E(ALL2ALL),patients_S4_T(ALL2ALL)-E(ALL2ALL),total_patients_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP)_low,auc_S4_T(ALL2ALL)-E(ALL2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),patients_S4_T(ALL2ALL)-E(ALL2HOSP),total_patients_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP)_low,auc_S4_T(ALL2ALL)-E(ED2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ED2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ED2HOSP),patients_S4_T(ALL2ALL)-E(ED2HOSP),total_patients_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED)_low,auc_S4_T(ALL2ALL)-E(ED2ED)_high,ecgs_S4_T(ALL2ALL)-E(ED2ED),total_ecgs_S4_T(ALL2ALL)-E(ED2ED),patients_S4_T(ALL2ALL)-E(ED2ED),total_patients_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL)_low,auc_S4_T(ALL2ALL)-E(ED2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ED2ALL),total_ecgs_S4_T(ALL2ALL)-E(ED2ALL),patients_S4_T(ALL2ALL)-E(ED2ALL),total_patients_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL)_low,auc_S4_T(ED2ALL)-E(ED2ALL)_high,ecgs_S4_T(ED2ALL)-E(ED2ALL),total_ecgs_S4_T(ED2ALL)-E(ED2ALL),patients_S4_T(ED2ALL)-E(ED2ALL),total_patients_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL)_low,auc_S4_T(ED2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ED2ALL)-E(ALL2ALL),total_ecgs_S4_T(ED2ALL)-E(ALL2ALL),patients_S4_T(ED2ALL)-E(ALL2ALL),total_patients_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL)_low,auc_S4_T(ED2ED)-E(ALL2ALL)_high,ecgs_S4_T(ED2ED)-E(ALL2ALL),total_ecgs_S4_T(ED2ED)-E(ALL2ALL),patients_S4_T(ED2ED)-E(ALL2ALL),total_patients_S4_T(ED2ED)-E(ALL2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL)_low,auc_ResNet_T(ED2ALL)-E(ED2ALL)_high,total_patients_ResNet_T(ED2ALL)-E(ED2ALL),total_ecgs_ResNet_T(ED2ALL)-E(ED2ALL),patients_ResNet_T(ED2ALL)-E(ED2ALL),ecgs_ResNet_T(ED2ALL)-E(ED2ALL),chapter
J810,0.7167202821243105,0.7562101725939636,0.7203530273249316,0.7467482718392506,0.7956843295919255,0.7967283628779979,0.7631529054886719,0.7351487458991574,,Acute pulmonary edema,J00-J99,4,0.6653590202331543,0.7651769578456878,0.7122877523303032,0.7993785694241524,62.0,14231,45.0,6171,0.6767964348196983,0.762121157348156,62.0,11780,45.0,5026,0.6480530619621278,0.8424962982535362,22.0,5243,22.0,2907,0.6669168964028358,0.9000425666570664,15.0,7677,14.0,4197,0.7158051788806915,0.8680532172322273,22.0,7694,22.0,4202,0.6637687101960182,0.8479435727000236,22.0,7694,22.0,4202,0.6827801585197448,0.7828682079911232,62.0,14231,45.0,6171,,,,14231,,6171,0.7968824059152526,0.7169893369078636,0.8679307028651237,4202,7694,22.0,22.0,X
T50,0.7230761667165924,0.7506819995563859,0.7375818758103209,0.7754574717796416,0.5249054635545704,0.7966149246395806,0.8242566349934469,0.7357906278511926,,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances",S00-T98,3,0.6728774428367615,0.7697756186127662,0.7110683873295784,0.7933057367801666,124.0,14231,77.0,6171,0.6938997790217399,0.7799400866031647,122.0,11780,76.0,5026,0.7235058784484864,0.8295888140797615,62.0,5243,56.0,2907,0.354399599134922,0.7126186117529869,8.0,7677,6.0,4197,0.7406759813427926,0.8455067977309227,64.0,7694,57.0,4202,0.7742052108049393,0.8710261166095734,64.0,7694,57.0,4202,0.6887768045067787,0.7834359630942345,124.0,14231,77.0,6171,,,,14231,,6171,0.816732880078637,0.7566526055335998,0.8701076701283454,4202,7694,57.0,64.0,XIX
N998,0.7357111372620613,0.7443339607916665,0.704337028034209,0.7502230302756542,0.7753128258602711,0.7960720319459376,0.8068537859007834,0.721248140445405,,Other intraoperative and postprocedural complications and disorders of genitourinary system,N00-N99,4,0.7039279341697693,0.7644447088241577,0.7156732186675072,0.772102877497673,173.0,14231,146.0,6171,0.6724650099873543,0.7361273273825646,173.0,11780,146.0,5026,0.6802200317382813,0.8139809116721153,34.0,5243,32.0,2907,0.6075505018234254,0.985195443034172,5.0,7677,5.0,4197,0.7379793986678124,0.8561891749501228,34.0,7694,32.0,4202,0.7438769027590751,0.8642797082662582,34.0,7694,32.0,4202,0.6905483767390251,0.7545658081769944,173.0,14231,146.0,6171,,,,14231,,6171,0.8142796805406235,0.7550018608570099,0.8708602681756019,4202,7694,32.0,34.0,XIV
M810,0.7716005612317742,0.7808636001681081,0.7610195146917416,0.761291569699129,0.8586319218241042,0.7960399962411456,0.7896910882137061,0.7682769822581585,,Age-related osteoporosis without current pathological fracture,M00-M99,4,0.7544591516256333,0.7880164459347725,0.7638074651360511,0.7979818671941757,583.0,14231,262.0,6171,0.7419580399990082,0.7787379965186119,583.0,11780,262.0,5026,0.731989786028862,0.7875570327043533,265.0,5243,160.0,2907,0.7412714958190918,0.9722055733203888,2.0,7677,1.0,4197,0.7731938347220421,0.8178662687540055,265.0,7694,160.0,4202,0.7676022157073021,0.8133540913462639,265.0,7694,160.0,4202,0.7528330281376838,0.7849673867225647,583.0,14231,262.0,6171,,,,14231,,6171,0.7801453762282945,0.7573753789067268,0.8039612635970116,4202,7694,160.0,265.0,XIII
K922,0.7669015172584284,0.7807943423962707,0.7577988511832283,0.7627920447962928,0.7665393596986818,0.7959420289855073,0.7967422190544072,0.7699792960662526,0.7430085596860418,"Gastrointestinal hemorrhage, unspecified",K00-K93,4,0.7377142205834388,0.7972865700721741,0.7496862858533859,0.8113285079598427,161.0,14231,110.0,6171,0.7243817567825317,0.7886773452162743,156.0,11780,105.0,5026,0.7020754411816598,0.8172722309827805,64.0,5243,56.0,2907,0.7360547438263894,0.796805240213871,177.0,7677,150.0,4197,0.7443552553653717,0.844491770863533,69.0,7694,61.0,4202,0.7445376649498939,0.8441807508468628,69.0,7694,61.0,4202,0.7367096990346909,0.799195758998394,161.0,14231,110.0,6171,0.7095362514257431,0.775523579120636,161.0,14231,110.0,6171,0.8077624138750297,0.7580661907792091,0.8556233391165733,4202,7694,61.0,69.0,XI
I81,0.79362668359072,0.7955207672237501,0.7791031543052003,0.7723185789060932,0.5297471653851167,0.7953491835936773,0.7724612587117475,0.7759015584232424,,Portal vein thrombosis,I00-I99,3,0.7277705952525139,0.8517938390374183,0.7339564904570579,0.8528736501932144,50.0,14231,37.0,6171,0.7155777364969254,0.8442243531346321,50.0,11780,37.0,5026,0.6545260787010193,0.8764626249670983,21.0,5243,19.0,2907,0.1336482115089893,0.9887361705303191,4.0,7677,4.0,4197,0.6707231119275093,0.8971228107810021,21.0,7694,19.0,4202,0.6556266412138939,0.8698680341243744,21.0,7694,19.0,4202,0.7126220807433128,0.8328936621546745,50.0,14231,37.0,6171,,,,14231,,6171,0.7874799079021677,0.6562927678227425,0.9099156767129898,4202,7694,19.0,21.0,IX
E16,0.7559634626244088,0.7497694907178655,0.7444873891283881,0.792985517361717,0.7768672005960141,0.7952772648424823,0.8043832652528304,0.7567167537234417,,Other disorders of pancreatic internal secretion,E00-E90,3,0.7003525465726852,0.8144480153918267,0.6907226249575615,0.8077597066760063,64.0,14231,41.0,6171,0.6786993771791459,0.8013399988412857,62.0,11780,39.0,5026,0.72020623087883,0.8672361135482788,33.0,5243,28.0,2907,0.5445682555437088,0.9483701199293136,7.0,7677,7.0,4197,0.7250733777880669,0.8695725217461586,35.0,7694,30.0,4202,0.7275576993823052,0.8738378494977951,35.0,7694,30.0,4202,0.6929951220750808,0.8128698453307152,64.0,14231,41.0,6171,,,,14231,,6171,0.7706526402178576,0.6856953561306,0.8489083126187325,4202,7694,30.0,35.0,IV
M81,0.7694573245570028,0.7776487654022664,0.7574959218380712,0.7603801267585704,0.860456026058632,0.7952197078544061,0.7880622405810984,0.7650775820131507,,Osteoporosis without current pathological fracture,M00-M99,3,0.7522492185235023,0.7859536334872246,0.7609879478812218,0.7948014214634895,598.0,14231,267.0,6171,0.7383503824472427,0.7755886763334274,598.0,11780,267.0,5026,0.7317665591835976,0.7868729248642922,270.0,5243,163.0,2907,0.7442030042409897,0.97316312789917,2.0,7677,1.0,4197,0.7724509671330452,0.817040704190731,270.0,7694,163.0,4202,0.765636844933033,0.8115739896893501,270.0,7694,163.0,4202,0.7494606390595436,0.7823381379246712,598.0,14231,267.0,6171,,,,14231,,6171,0.7786203903256704,0.7553568080067634,0.801653741300106,4202,7694,163.0,270.0,XIII
E46,0.7848992185847066,0.784936839187678,0.7583324369533057,0.7532319176117165,0.5144606565919749,0.794948621914914,0.8086814558724671,0.7768072519660785,,Unspecified protein-calorie malnutrition,E00-E90,3,0.7591526105999946,0.8115851283073425,0.7588384181261063,0.8132033392786979,222.0,14231,159.0,6171,0.7308833375573158,0.7871941372752189,222.0,11780,159.0,5026,0.7022180005908012,0.8061798065900803,89.0,5243,83.0,2907,0.5035180687904358,0.524972814321518,1.0,7677,1.0,4197,0.7471464231610299,0.8389153510332107,89.0,7694,83.0,4202,0.7646649688482284,0.8498435720801354,89.0,7694,83.0,4202,0.7457036450505257,0.8044140949845314,222.0,14231,159.0,6171,,,,14231,,6171,0.8149502471023647,0.7765768572688103,0.8529126182198524,4202,7694,83.0,89.0,IV
I5031,0.7660144735290649,0.7791563494870888,0.7499563149035717,0.7497528063746873,,0.7946664135151278,0.8016518137912212,0.7491967338757222,,Acute diastolic (congestive) heart failure,I00-I99,5,0.7291357412934304,0.8030389577150345,0.7401459276676178,0.816137807071209,96.0,14231,69.0,6171,0.7065549865365028,0.7953081026673317,96.0,11780,69.0,5026,0.6628571599721909,0.825539679825306,33.0,5243,33.0,2907,,,0.0,7677,0.0,4197,0.7173834890127182,0.8612450554966926,33.0,7694,33.0,4202,0.7301106750965118,0.8652682051062583,33.0,7694,33.0,4202,0.7080522373318673,0.7885100051760674,96.0,14231,69.0,6171,,,,14231,,6171,0.802490378263776,0.735898420214653,0.8662190839648247,4202,7694,33.0,33.0,IX
N184,0.7768389378931885,0.7870745186154141,0.7620419787059475,0.7520131169127143,,0.7946621598435194,0.8045551513903663,0.7898288417635788,,"Chronic kidney disease, stage 4 (severe)",N00-N99,4,0.7504935935139656,0.8045577764511108,0.760662068426609,0.8128826439380645,218.0,14231,104.0,6171,0.7313750088214874,0.7915612041950226,218.0,11780,104.0,5026,0.7024660378694534,0.7969341665506363,92.0,5243,58.0,2907,,,0.0,7677,0.0,4197,0.7545526757836342,0.8343056738376617,92.0,7694,58.0,4202,0.7634435251355172,0.8458386301994324,92.0,7694,58.0,4202,0.7643644154071808,0.8173696517944335,218.0,14231,104.0,6171,,,,14231,,6171,0.8027850222481498,0.7618465825915337,0.8395465046167374,4202,7694,58.0,92.0,XIV
R62,0.7492829327382143,0.7552856321770154,0.7329474241567825,0.7564075537557972,0.8073200992555831,0.7946092405894429,0.7773215755047084,0.7362373365783185,,Lack of expected normal physiological development in childhood and adults,R00-R99,3,0.7160832822322846,0.7825783237814903,0.7236369594931602,0.7873043864965439,154.0,14231,100.0,6171,0.6975797235965728,0.7658140897750855,154.0,11780,100.0,5026,0.7086891114711762,0.8014260351657867,79.0,5243,64.0,2907,0.7328867524862289,0.8609758421778679,20.0,7677,18.0,4197,0.7468448549509049,0.8354135021567345,79.0,7694,64.0,4202,0.7368547335267067,0.8157956019043923,79.0,7694,64.0,4202,0.703195008635521,0.7698576390743256,154.0,14231,100.0,6171,,,,14231,,6171,0.7764156353632486,0.7293906062841415,0.8157048001885414,4202,7694,64.0,79.0,XVIII
A410,0.8232928201600764,0.7919092612365776,0.7653069922880071,0.7542138549786733,,0.7944878972088971,0.8563788769491153,0.8218768257549812,,Sepsis due to Staphylococcus aureus,A00-B99,4,0.7697006836533546,0.8742123946547509,0.7258480712771416,0.8507122844457626,49.0,14231,38.0,6171,0.6967682868242264,0.827755181491375,49.0,11780,38.0,5026,0.6051817715168,0.8917770832777023,13.0,5243,13.0,2907,,,0.0,7677,0.0,4197,0.6699734345078469,0.905383650958538,13.0,7694,13.0,4202,0.7642712101340294,0.9297030448913576,13.0,7694,13.0,4202,0.7720657333731651,0.8733871385455132,49.0,14231,38.0,6171,,,,14231,,6171,0.8146976054800557,0.6995129093527794,0.915054114162922,4202,7694,13.0,13.0,I
Z68,0.7490115915653272,0.7654451883128761,0.7455478919306686,0.7603374786769106,,0.7942213039772601,0.803244399424659,0.7545319870841999,,Body mass index [BMI],Z00-Z99,3,0.7335816591978073,0.7630999907851219,0.7511018559336662,0.7803199872374534,1033.0,14231,558.0,6171,0.7299610421061515,0.7600544527173042,1033.0,11780,558.0,5026,0.738472618162632,0.7828538447618485,465.0,5243,334.0,2907,,,0.0,7677,0.0,4197,0.7762181922793389,0.8123667284846305,465.0,7694,334.0,4202,0.7846283212304115,0.8213391840457916,465.0,7694,334.0,4202,0.7395351469516754,0.768172612786293,1033.0,14231,558.0,6171,,,,14231,,6171,0.78692661130423,0.7670787319540977,0.8069539234042168,4202,7694,334.0,465.0,XXI
N17,0.7530119106317499,0.7600950242038056,0.7252784430986114,0.7448495624725296,0.7390511695457846,0.7942169837331129,0.7931927149336147,0.7459662173228581,0.6981278021352493,Acute kidney failure,N00-N99,3,0.7430973812937737,0.7633097618818283,0.7501822620630264,0.7695485204458237,2352.0,14231,1151.0,6171,0.715406347811222,0.7360108211636543,2344.0,11780,1145.0,5026,0.7282708704471588,0.7610823169350625,928.0,5243,622.0,2907,0.7071619093418121,0.7710637331008912,156.0,7677,131.0,4197,0.7807475730776787,0.8070743978023529,936.0,7694,628.0,4202,0.7791063562035561,0.8061721280217171,936.0,7694,628.0,4202,0.7362487494945527,0.7560144692659378,2352.0,14231,1151.0,6171,0.6869608566164971,0.7079527765512467,2352.0,14231,1151.0,6171,0.8036927743756687,0.7897450476884842,0.8162339001893997,4202,7694,628.0,936.0,XIV
B964,0.7770634584958566,0.7576154894496923,0.7263930312929034,0.743049458589406,,0.7938379728601093,0.7664911998406241,0.7330310008302394,,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,A00-B99,4,0.7220129132270813,0.826999095082283,0.6995081424713134,0.8131490871310234,45.0,14231,36.0,6171,0.663928771018982,0.7859224915504456,45.0,11780,36.0,5026,0.6406249776482582,0.8340811565518379,17.0,5243,17.0,2907,,,0.0,7677,0.0,4197,0.7026008710265159,0.8748018905520439,17.0,7694,17.0,4202,0.6595166474580766,0.8614384829998016,17.0,7694,17.0,4202,0.6617451205849647,0.7936821833252907,45.0,14231,36.0,6171,,,,14231,,6171,0.7788888122658206,0.6783216074109077,0.8701881498098374,4202,7694,17.0,17.0,I
R791,0.7680583261447774,0.7691290839982747,0.7440479988275845,0.756946386946387,0.7914200457815566,0.7936541180629197,0.777124425592082,0.7498681349291928,,Abnormal coagulation profile,R00-R99,4,0.7431335046887397,0.7933015123009681,0.7437324494123458,0.7947301954030991,320.0,14231,201.0,6171,0.7172170147299767,0.7720267191529274,313.0,11780,196.0,5026,0.7170135587453842,0.7928523048758507,143.0,5243,123.0,2907,0.7120260462164879,0.8669076204299927,32.0,7677,31.0,4197,0.7556508988142013,0.8284079030156135,150.0,7694,128.0,4202,0.7391941323876381,0.8122399374842644,150.0,7694,128.0,4202,0.7205798536539078,0.776628564298153,320.0,14231,201.0,6171,,,,14231,,6171,0.7908845881937081,0.756445400416851,0.822608482837677,4202,7694,128.0,150.0,XVIII
F129,0.825194332556003,0.8263903611052223,0.8305733280887823,0.792645417803659,0.9256684491978608,0.7934353741496598,0.7806724228152799,0.7988207547169811,,"Cannabis use, unspecified",F00-F99,4,0.7879468172788621,0.8642283052206039,0.7817795142531395,0.8676571920514107,80.0,14231,58.0,6171,0.787542624771595,0.8735944196581841,71.0,11780,49.0,5026,0.7313605561852455,0.8516684874892235,41.0,5243,33.0,2907,0.8803408443927765,0.9661928325891496,10.0,7677,10.0,4197,0.7379269391298294,0.8497492745518684,50.0,7694,42.0,4202,0.7129922851920127,0.840917655825615,50.0,7694,42.0,4202,0.7415484815835953,0.8472517654299736,80.0,14231,58.0,6171,,,,14231,,6171,0.775949764521193,0.7121550232172013,0.8376668617129326,4202,7694,42.0,50.0,V
R001,0.7568154218740242,0.7620796815329349,0.7374038691379136,0.7701447147444058,0.8269571785104427,0.793410913280781,0.791298519630011,0.7518688659583966,,"Bradycardia, unspecified",R00-R99,4,0.7379357144236565,0.7744710922241211,0.7426707863807678,0.7782502517104148,636.0,14231,430.0,6171,0.7168274819850922,0.7577137812972069,624.0,11780,420.0,5026,0.7378134891390801,0.804308894276619,201.0,5243,172.0,2907,0.7711244091391564,0.8818756476044655,64.0,7677,56.0,4197,0.762444706261158,0.8223191812634468,213.0,7694,183.0,4202,0.7594625040888786,0.8215305775403976,213.0,7694,183.0,4202,0.7334279641509056,0.7703005120158195,636.0,14231,430.0,6171,,,,14231,,6171,0.7924162181124891,0.7599891200661659,0.8191093966364861,4202,7694,183.0,213.0,XVIII
I35,0.8164603385928763,0.8193539496752381,0.7971864570475016,0.7481967566651648,0.8068391681387506,0.7934040342003383,0.7967578267111578,0.7919665735191266,,Nonrheumatic aortic valve disorders,I00-I99,3,0.7960048705339432,0.8360119938850403,0.798309226334095,0.8372062772512436,368.0,14231,209.0,6171,0.7761011555790901,0.819366903603077,368.0,11780,209.0,5026,0.7077178120613098,0.7837836191058158,101.0,5243,65.0,2907,0.6691544592380524,0.9206908985972404,13.0,7677,11.0,4197,0.7599859789013863,0.8254461660981178,101.0,7694,65.0,4202,0.7597799763083458,0.8288765534758568,101.0,7694,65.0,4202,0.7720834568142891,0.8133195951581002,368.0,14231,209.0,6171,,,,14231,,6171,0.7777982065294637,0.7396719738841057,0.8134676903486252,4202,7694,65.0,101.0,IX
I952,0.7053881994876494,0.737223554020071,0.7109987640640981,0.7468877332793049,,0.7928265483606495,0.8482633381605866,0.7365875226209782,,Hypotension due to drugs,I00-I99,4,0.6397949576377868,0.7686743333935737,0.6783250749111176,0.7897282302379608,48.0,14231,33.0,6171,0.6418461471796035,0.771955817937851,48.0,11780,33.0,5026,0.6590950191020966,0.8312477856874466,17.0,5243,16.0,2907,,,0.0,7677,0.0,4197,0.7111941635608674,0.8667961984872818,17.0,7694,16.0,4202,0.7874071642756463,0.9041919112205504,17.0,7694,16.0,4202,0.6758806258440018,0.7964064761996269,48.0,14231,33.0,6171,,,,14231,,6171,0.8304484748178287,0.7514718234539033,0.8971576720476151,4202,7694,16.0,17.0,IX
T83,0.7296997423590031,0.7359422425354699,0.7052688333732969,0.7452528903522887,0.7699322563835331,0.7922417449752023,0.7751851670582094,0.7138243806028093,,"Complications of genitourinary prosthetic devices, implants and grafts",S00-T98,3,0.6694748207926751,0.7915693461894989,0.6819128960371017,0.7882563799619674,64.0,14231,46.0,6171,0.6396392226219177,0.76134123057127,63.0,11780,46.0,5026,0.665318875014782,0.8125660583376885,31.0,5243,29.0,2907,0.7605523467063904,0.7786528408527374,1.0,7677,1.0,4197,0.7130448937416076,0.8597962096333504,32.0,7694,29.0,4202,0.6966621860861778,0.8450243532657623,32.0,7694,29.0,4202,0.6502253398299217,0.7708549246191978,64.0,14231,46.0,6171,,,,14231,,6171,0.8148288632210912,0.7510344058275222,0.8732063740491867,4202,7694,29.0,32.0,XIX
Z8551,0.7557939432593956,0.7383583729005739,0.7095958012739441,0.7492220308770657,0.9884690553745927,0.7921808628429933,0.7901651802790248,0.7166708005574847,,Personal history of malignant neoplasm of bladder,Z00-Z99,5,0.7129394963383675,0.7978900834918022,0.6972759321331978,0.7794557064771652,120.0,14231,51.0,6171,0.6613018468022347,0.7543753311038017,119.0,11780,51.0,5026,0.6803603202104569,0.8161097809672355,51.0,5243,32.0,2907,0.9782410264015198,0.9977853298187256,2.0,7677,2.0,4197,0.7321795389056206,0.8498964130878448,52.0,7694,32.0,4202,0.7312587916851044,0.8460437715053558,52.0,7694,32.0,4202,0.6727473884820938,0.7572701081633568,120.0,14231,51.0,6171,,,,14231,,6171,0.8004826565739939,0.7431486546993256,0.8539645731449127,4202,7694,32.0,52.0,XXI
I252,0.786661848196349,0.7925404402131191,0.7684410153723087,0.7513188391916483,0.6444473409801877,0.7914335842148088,0.7802227420667209,0.7722879290767753,,Old myocardial infarction,I00-I99,4,0.7713911935687066,0.8013197243213653,0.7786641478538513,0.8069122955203056,856.0,14231,387.0,6171,0.751546935737133,0.7847084760665893,854.0,11780,386.0,5026,0.7223504647612572,0.7794268295168877,318.0,5243,198.0,2907,0.454278513789177,0.8053713351488113,5.0,7677,4.0,4197,0.767533303797245,0.8156415864825248,320.0,7694,199.0,4202,0.757204321026802,0.804750919342041,320.0,7694,199.0,4202,0.757870876789093,0.7873880237340927,856.0,14231,387.0,6171,,,,14231,,6171,0.7749402461350691,0.7504668682813644,0.7994013085961342,4202,7694,199.0,320.0,IX
M6282,0.7756590620454679,0.784894233341636,0.7646364244020161,0.7600106663868926,0.6973770063943625,0.7913191266832267,0.7980331488502491,0.7656312942616321,,Rhabdomyolysis,M00-M99,5,0.7291853740811348,0.820934408903122,0.7375077232718468,0.828803101181984,92.0,14231,62.0,6171,0.7108266621828079,0.8142370045185089,91.0,11780,61.0,5026,0.6818336606025697,0.8339562550187111,44.0,5243,42.0,2907,0.5439620897173881,0.8325158908963204,14.0,7677,14.0,4197,0.7207553669810295,0.856758700311184,45.0,7694,43.0,4202,0.7191707044839859,0.8600266501307487,45.0,7694,43.0,4202,0.7152168914675713,0.8182804316282272,92.0,14231,62.0,6171,,,,14231,,6171,0.8184976975930041,0.7472465872764588,0.8794012516736984,4202,7694,43.0,45.0,XIII
C341,0.7756826183901435,0.7829984212839138,0.7679654648255484,0.7628853149530921,0.7938216892596455,0.7909224250325946,0.7761027813993916,0.771153981782376,,"Malignant neoplasm of upper lobe, bronchus or lung",C00-D48,4,0.7207185655832291,0.823445588350296,0.7229506462812424,0.8360731944441795,52.0,14231,33.0,6171,0.7105954393744469,0.8253379628062248,48.0,11780,32.0,5026,0.6651445090770721,0.8540785282850265,20.0,5243,17.0,2907,0.6225977167487144,0.9919568210840224,5.0,7677,4.0,4197,0.7011934041976929,0.8680057391524315,24.0,7694,18.0,4202,0.6929451689124108,0.8671514570713044,24.0,7694,18.0,4202,0.7158497646450996,0.8254611641168594,52.0,14231,33.0,6171,,,,14231,,6171,0.7461918730986528,0.646824786067009,0.8407061070203781,4202,7694,18.0,24.0,II
I471,0.7446398859272537,0.7537682004947502,0.7270587280327937,0.7490868589586097,0.8312426499411995,0.7907132414867076,0.8335637444184901,0.7430081505207543,,Supraventricular tachycardia,I00-I99,4,0.7070504680275917,0.7855393484234809,0.7130132883787156,0.7948723345994949,148.0,14231,97.0,6171,0.6849272325634956,0.7668709680438042,129.0,11780,86.0,5026,0.6713849768042565,0.813512171804905,47.0,5243,44.0,2907,0.724646520614624,0.9348283857107162,24.0,7677,16.0,4197,0.732592236995697,0.8476497650146484,66.0,7694,55.0,4202,0.7793123215436936,0.8824556276202201,66.0,7694,55.0,4202,0.7025470197200775,0.7818949729204178,148.0,14231,97.0,6171,,,,14231,,6171,0.8261051786877691,0.7748246654868126,0.8743006944656372,4202,7694,55.0,66.0,IX
E162,0.7635383901407724,0.7498667904226611,0.7442994037478705,0.7849741795768783,0.7796923879040668,0.7904878313776619,0.8224304650152108,0.7818852163151653,,"Hypoglycemia, unspecified",E00-E90,4,0.6904217734932899,0.8304510623216629,0.6793232545256616,0.8216188088059425,41.0,14231,31.0,6171,0.6633857607841492,0.8120014533400536,40.0,11780,30.0,5026,0.6954600229859352,0.8697143241763114,23.0,5243,22.0,2907,0.5175284922122958,0.9688254833221436,5.0,7677,5.0,4197,0.706499595940113,0.8725372374057769,24.0,7694,23.0,4202,0.7423626184463501,0.8922272175550461,24.0,7694,23.0,4202,0.7178103014826774,0.8398688793182373,41.0,14231,31.0,6171,,,,14231,,6171,0.7958224684919599,0.7016592219471931,0.8790369138121605,4202,7694,23.0,24.0,IV
Z940,0.7339331520623845,0.7087356351323619,0.6896592567324275,0.7544492118960204,0.7855529493527931,0.7904438937437503,0.8216744199527556,0.7224168889800944,,Kidney transplant status,Z00-Z99,4,0.6720640257000923,0.7909124463796615,0.6497977301478386,0.7705931916832924,55.0,14231,17.0,6171,0.624778887629509,0.7492425873875618,54.0,11780,16.0,5026,0.6707491561770439,0.830940666794777,26.0,5243,13.0,2907,0.5717311143875122,0.983343869447708,3.0,7677,3.0,4197,0.7227831378579139,0.8592372566461564,27.0,7694,14.0,4202,0.760255092382431,0.8769258096814155,27.0,7694,14.0,4202,0.6591044336557388,0.7870966747403145,55.0,14231,17.0,6171,,,,14231,,6171,0.8230318488568129,0.7688042297959328,0.8833159983158111,4202,7694,14.0,27.0,XXI
R410,0.7580933559194429,0.7439411864877702,0.7295582750936679,0.7634151314526962,0.7694274161992957,0.7903572154029193,0.8458075795827167,0.730872388481084,,"Disorientation, unspecified",R00-R99,4,0.6968820676207542,0.8118021845817566,0.6772158592939377,0.804259930551052,63.0,14231,44.0,6171,0.6613683432340622,0.7958640828728676,59.0,11780,40.0,5026,0.6873252138495445,0.8295930728316308,32.0,5243,29.0,2907,0.6195945665240288,0.8749775946140289,10.0,7677,10.0,4197,0.7224419370293618,0.8505143225193024,36.0,7694,33.0,4202,0.7876421645283699,0.8897910669445992,36.0,7694,33.0,4202,0.6623483538627625,0.7977912530303002,63.0,14231,44.0,6171,,,,14231,,6171,0.8559603609877833,0.8064949795603752,0.904649804532528,4202,7694,33.0,36.0,XVIII
